#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_3	335914	336105	-	JPEOAD_00313	6.5	9.3		RefSeq:WP_034931712.1, SO:0001217, UniParc:UPI0002F8105D, UniRef:UniRef100_A0A181CDR5, UniRef:UniRef50_A0A2S3VY01, UniRef:UniRef90_A0A0N1FAU8
contig_3	336330	336449	+	JPEOAD_00314	4.4	8.0		
contig_3	336856	337017	+	JPEOAD_00316	6.1	5.8		RefSeq:WP_007397536.1, SO:0001217, UniParc:UPI000207FE11, UniRef:UniRef100_A0A181CDU0, UniRef:UniRef50_A0A181CDU0, UniRef:UniRef90_A0A181CDU0
contig_3	337755	337931	+	JPEOAD_00318	6.1	6.1		RefSeq:WP_007397533.1, SO:0001217, UniParc:UPI000207FE0E, UniRef:UniRef100_A0A181CDT2, UniRef:UniRef50_A0A2S3VY06, UniRef:UniRef90_A0A181CDT2
contig_3	337871	338422	-	JPEOAD_00319	21.3	12.0		
contig_3	338820	339005	-	JPEOAD_00321	6.8	11.6		SO:0001217, UniParc:UPI000207FE0C, UniRef:UniRef100_A0A181CDR3, UniRef:UniRef50_G2I720, UniRef:UniRef90_A0A181CDR3
contig_3	349179	349805	-	JPEOAD_00332	22.9	5.4		RefSeq:WP_034931744.1, SO:0001217, UniParc:UPI0004D75232, UniRef:UniRef100_A0A858JN46, UniRef:UniRef50_G2I730, UniRef:UniRef90_A0A858JN46
contig_3	349963	350193	-	JPEOAD_00333	8.1	11.8		RefSeq:WP_172459733.1, SO:0001217, UniParc:UPI0003149169, UniRef:UniRef100_UPI0003149169, UniRef:UniRef50_G2I731, UniRef:UniRef90_A0A858JSP4
contig_3	352912	353142	-	JPEOAD_00337	7.3	5.4		RefSeq:WP_039998582.1, SO:0001217, UniParc:UPI00031DC803, UniRef:UniRef100_UPI00031DC803, UniRef:UniRef50_UPI00031DC803, UniRef:UniRef90_UPI00031DC803
contig_3	383014	383223	+	JPEOAD_00362	7.6	9.3		RefSeq:WP_007397474.1, SO:0001217, UniParc:UPI000207FB91, UniRef:UniRef100_A0A181CDY4, UniRef:UniRef50_G2I7C7, UniRef:UniRef90_G2I7C7
contig_3	385718	386404	-	JPEOAD_00366	24.5	8.9	PF00355.32|Rieske, PF10399.14|UCR_Fe-S_N	PFAM:PF00355.32, PFAM:PF10399.14
contig_3	387557	387664	+	JPEOAD_00368	3.8	4.6		
contig_3	387944	388579	-	JPEOAD_00369	23.5	6.0		RefSeq:WP_034931027.1, SO:0001217, UniParc:UPI0004D88AB7, UniRef:UniRef100_A0A181CE59, UniRef:UniRef50_A0A181CE59, UniRef:UniRef90_A0A181CE59
contig_3	396285	396470	+	JPEOAD_00378	6.6	9.0		RefSeq:WP_167331785.1, SO:0001217, UniParc:UPI0004D40366, UniRef:UniRef100_A0A181CE04, UniRef:UniRef50_A0A347WAX5, UniRef:UniRef90_A0A181CE04
contig_3	425391	425954	-	JPEOAD_00402	19.8	6.3		SO:0001217, UniRef:UniRef50_UPI001CC31398, UniRef:UniRef90_UPI001CC31398
contig_3	426267	426431	-	JPEOAD_00403	6.0	9.2		RefSeq:WP_166498161.1, SO:0001217, UniParc:UPI0007DDDFA9, UniRef:UniRef100_A0A181CE25, UniRef:UniRef50_A0A181CE25, UniRef:UniRef90_A0A181CE25
contig_3	444103	444339	+	JPEOAD_00419	9.0	9.7		
contig_3	461531	462496	-	JPEOAD_00438	34.1	8.6		
contig_3	463400	465583	-	JPEOAD_00440	80.1	5.4		
contig_3	469952	470107	+	JPEOAD_00445	5.5	5.5		
contig_3	470213	470902	-	JPEOAD_00446	25.8	9.1		RefSeq:WP_146750197.1, SO:0001217, UniParc:UPI0007DF5126, UniRef:UniRef100_A0A181C533, UniRef:UniRef50_A0A181C533, UniRef:UniRef90_A0A181C533
contig_3	507792	508034	-	JPEOAD_00485	8.4	5.6		
contig_3	510222	510476	+	JPEOAD_00489	9.6	10.8		
contig_3	513903	515132	+	JPEOAD_00493	43.0	7.9		
contig_3	532993	533550	+	JPEOAD_00510	19.2	8.9		RefSeq:WP_007397306.1, SO:0001217, UniParc:UPI0002080953, UniRef:UniRef100_UPI0002080953, UniRef:UniRef50_G2I7R8, UniRef:UniRef90_A0A858JJP0
contig_3	619241	619381	+	JPEOAD_00594	5.1	6.8		SO:0001217, UniRef:UniRef50_A0A347WAI6
contig_3	630521	630664	+	JPEOAD_00605	5.2	4.9		
contig_3	632430	632525	-	JPEOAD_00607	3.8	9.5		
contig_3	644654	645622	-	JPEOAD_00616	36.8	9.8	PF00665.32|rve, PF13518.12|HTH_28, PF13683.12|rve_3	PFAM:PF00665.32, PFAM:PF13518.12, PFAM:PF13683.12
contig_3	677762	677899	-	JPEOAD_00642	4.7	6.8		SO:0001217, UniRef:UniRef50_A0A0N0MGF2, UniRef:UniRef50_G2I054, UniRef:UniRef90_G2I054
contig_3	688098	689357	-	JPEOAD_00654	46.7	8.9		RefSeq:WP_223846598.1, SO:0001217, UniParc:UPI0002F2C05A, UniRef:UniRef100_UPI0002F2C05A, UniRef:UniRef50_A0A318PHA7, UniRef:UniRef90_A0A858JJQ8
contig_3	704792	705148	-	JPEOAD_00667	12.6	9.8		RefSeq:WP_034926809.1, SO:0001217, UniParc:UPI000318B73E, UniRef:UniRef100_A0A181C6I9, UniRef:UniRef50_G2I075, UniRef:UniRef90_G2I075
contig_3	707096	707233	+	JPEOAD_00669	5.0	12.0		RefSeq:WP_166498083.1, SO:0001217, UniParc:UPI000315C444, UniRef:UniRef100_A0A181C6I4, UniRef:UniRef50_A0A0M0EJW4, UniRef:UniRef90_A0A181C6I4
contig_3	728925	729866	-	JPEOAD_00689	34.0	6.0		RefSeq:WP_007397089.1, SO:0001217, UniParc:UPI0002080397, UniRef:UniRef100_A0A181C6K5, UniRef:UniRef50_G2I090, UniRef:UniRef90_G2I090
contig_3	731249	731890	-	JPEOAD_00691	21.8	6.2		RefSeq:WP_172459740.1, SO:0001217, UniParc:UPI0002DDB686, UniRef:UniRef100_UPI0002DDB686, UniRef:UniRef50_G2I092, UniRef:UniRef90_G2I092
contig_3	739264	739395	-	JPEOAD_00698	4.7	12.0		
contig_3	740840	740989	-	JPEOAD_00701	5.0	6.0		
contig_3	810576	810695	-	JPEOAD_00766	4.2	11.7		
contig_3	813684	814196	+	JPEOAD_00769	18.7	11.0		
contig_3	903506	903922	-	JPEOAD_00853	14.1	6.4		RefSeq:WP_223846611.1, SO:0001217, UniParc:UPI0007DDBEF7, UniRef:UniRef100_UPI0007DDBEF7, UniRef:UniRef50_G2I0P8, UniRef:UniRef90_A0A858JL62
contig_3	918185	918469	-	JPEOAD_00871	9.9	5.6		RefSeq:WP_007396877.1, SO:0001217, UniParc:UPI000207FDD8, UniRef:UniRef100_A0A181C752, UniRef:UniRef50_A0A318QY36, UniRef:UniRef90_A0A181C752
contig_3	919408	919581	+	JPEOAD_00873	6.5	12.0		RefSeq:WP_166498085.1, SO:0001217, UniParc:UPI000308B351, UniRef:UniRef100_A0A181C756, UniRef:UniRef50_A0A0D6PZY6, UniRef:UniRef90_A0A181C756
contig_3	920965	921177	+	JPEOAD_00875	7.7	10.7		RefSeq:WP_007396870.1, SO:0001217, UniParc:UPI000207FCB0, UniRef:UniRef100_A0A181C728, UniRef:UniRef50_A0A0D6Q2C3, UniRef:UniRef90_A0A181C728
contig_3	927961	928167	+	JPEOAD_00881	8.1	10.0		
contig_3	933923	934363	-	JPEOAD_00886	16.2	9.3		
contig_3	938130	938549	+	JPEOAD_00890	14.8	10.2	PF01609.27|DDE_Tnp_1	PFAM:PF01609.27
contig_3	951715	952482	-	JPEOAD_00905	27.4	7.8		RefSeq:WP_007398794.1, SO:0001217, UniParc:UPI000207FBD6, UniRef:UniRef100_A0A181C757, UniRef:UniRef50_G2I0Y1, UniRef:UniRef90_A0A181C757
contig_3	973076	973345	-	JPEOAD_00927	10.4	9.2		RefSeq:WP_172459697.1, SO:0001217, UniParc:UPI0007DD37D8, UniRef:UniRef100_UPI0007DD37D8, UniRef:UniRef50_A0A0M0EGB9, UniRef:UniRef90_UPI0007DD37D8
contig_3	984935	986440	+	JPEOAD_00941	50.1	9.5		SO:0001217, UniRef:UniRef50_A0A347W9K5, UniRef:UniRef90_UPI000207FD21
contig_3	1004573	1004842	-	JPEOAD_00964	9.7	5.2	PF01336.31|tRNA_anti-codon	PFAM:PF01336.31
contig_3	1010212	1011087	+	JPEOAD_00971	33.1	6.7		SO:0001217, UniRef:UniRef50_A0A858JRN5, UniRef:UniRef90_A0A858JRN5
contig_3	1014004	1014414	+	JPEOAD_00974	14.8	10.5		
contig_3	1014643	1014936	+	JPEOAD_00976	10.6	6.8		
contig_3	1014894	1015226	+	JPEOAD_00977	11.9	10.2		
contig_3	1017237	1017419	+	JPEOAD_00980	6.5	4.6		RefSeq:WP_007398871.1, SO:0001217, UniParc:UPI000207FE86, UniRef:UniRef100_A0A181CEG6, UniRef:UniRef50_A0A181CEG6, UniRef:UniRef90_A0A181CEG6
contig_3	1020364	1020972	+	JPEOAD_00984	22.5	6.7	PF13683.12|rve_3	PFAM:PF13683.12
contig_3	1025012	1025344	+	JPEOAD_00989	12.0	10.3		
contig_3	1035802	1036086	+	JPEOAD_00996	10.4	8.3		SO:0001217, UniParc:UPI0005874208, UniRef:UniRef100_A0A181C7L2, UniRef:UniRef50_G2I1H3, UniRef:UniRef90_G2I1H3
contig_3	1040541	1041209	+	JPEOAD_01002	25.8	8.7		RefSeq:WP_007398900.1, SO:0001217, UniParc:UPI000207FF9E, UniRef:UniRef100_A0A181C7M2, UniRef:UniRef50_G2I1H9, UniRef:UniRef90_A0A181C7M2
contig_3	1049028	1049180	+	JPEOAD_01009	5.2	5.6		RefSeq:WP_157772014.1, SO:0001217, UniParc:UPI0002FB6DFD, UniRef:UniRef100_A0A181C7M7, UniRef:UniRef50_A0A181C7M7, UniRef:UniRef90_A0A181C7M7
contig_3	1094351	1094830	-	JPEOAD_01049	16.0	9.7		RefSeq:WP_034928908.1, SO:0001217, UniParc:UPI0003068AC8, UniRef:UniRef100_A0A181C7U1, UniRef:UniRef50_A0A5C1YNQ6, UniRef:UniRef90_A0A181C7U1
contig_3	1131322	1131462	+	JPEOAD_01078	5.2	9.8		
contig_3	1247492	1247845	+	JPEOAD_01177	12.2	4.1		RefSeq:WP_007399121.1, SO:0001217, UniParc:UPI0002080537, UniRef:UniRef100_A0A181C833, UniRef:UniRef50_A0A347W905, UniRef:UniRef90_A0A181C833
contig_3	1304934	1305038	-	JPEOAD_01234	3.8	10.7		
contig_3	1364833	1364994	+	JPEOAD_01283	6.0	8.0		RefSeq:WP_007399242.1, SO:0001217, UniParc:UPI00020808B3, UniRef:UniRef100_A0A181C8F4, UniRef:UniRef50_A0A181C8F4, UniRef:UniRef90_A0A181C8F4
contig_3	1398717	1399211	+	JPEOAD_01311	18.1	6.9		RefSeq:WP_007399276.1, SO:0001217, UniParc:UPI00020809BC, UniRef:UniRef100_A0A181C8E2, UniRef:UniRef50_G2I2W0, UniRef:UniRef90_G2I2W0
contig_3	1400014	1400319	+	JPEOAD_01313	11.9	8.9		SO:0001217, UniRef:UniRef50_A0A0M0EIL8, UniRef:UniRef90_A0A181C8I4
contig_3	1443110	1443607	+	JPEOAD_01353	16.9	8.6		RefSeq:WP_039999398.1, SO:0001217, UniParc:UPI0002D75CB5, UniRef:UniRef100_A0A181C8N0, UniRef:UniRef50_A0A181C8N0, UniRef:UniRef90_A0A181C8N0
contig_3	1465203	1465307	+	JPEOAD_01373	3.6	4.2		
contig_3	1466647	1467114	-	JPEOAD_01375	17.5	6.4		SO:0001217, UniRef:UniRef50_G2I3I3, UniRef:UniRef90_G2I3I3
contig_3	1498834	1499631	+	JPEOAD_01405	28.4	9.5		
contig_3	1500075	1500428	+	JPEOAD_01406	13.4	10.2		SO:0001217, UniRef:UniRef50_A0A0M0ECJ0, UniRef:UniRef90_A0A0M0ECJ0
contig_3	1500471	1500596	+	JPEOAD_01407	4.8	9.2		SO:0001217, UniRef:UniRef50_A0A0M0EBR7, UniRef:UniRef90_A0A0M0EBR7
contig_3	1501212	1501619	+	JPEOAD_01408	15.1	8.7		SO:0001217, UniRef:UniRef50_A0A0M0EBQ4, UniRef:UniRef90_A0A0M0EBQ4
contig_3	1504068	1504829	-	JPEOAD_01411	28.3	5.2		
contig_3	1545171	1545383	-	JPEOAD_01455	8.0	6.0		
contig_3	1617750	1617944	+	JPEOAD_01510	7.1	11.7		
contig_3	1720424	1720657	-	JPEOAD_01605	8.7	6.8		RefSeq:WP_172459674.1, SO:0001217, UniParc:UPI0007DE55E0, UniRef:UniRef100_UPI0007DE55E0, UniRef:UniRef50_UPI0007DE55E0, UniRef:UniRef90_UPI0007DE55E0
contig_3	1725084	1725218	-	JPEOAD_01611	5.4	9.5		
contig_3	1727510	1728343	-	JPEOAD_01614	31.7	9.1		SO:0001217, UniRef:UniRef50_A0A858JGT3, UniRef:UniRef90_A0A858JGT3
contig_3	1730872	1731084	-	JPEOAD_01617	7.8	10.5		SO:0001217, UniRef:UniRef50_A0A7L5AA14
contig_3	1731542	1733122	-	JPEOAD_01618	58.7	5.3		
contig_3	1735332	1735601	+	JPEOAD_01621	10.6	11.7		
contig_3	1735785	1736078	+	JPEOAD_01622	11.1	8.3		
contig_3	1754381	1754629	-	JPEOAD_01638	9.0	4.6		RefSeq:WP_010511782.1, SO:0001217, UniParc:UPI000173BA66, UniRef:UniRef100_A9HCY1, UniRef:UniRef50_A9HCY1, UniRef:UniRef90_A9HCY1
contig_3	1755115	1755381	-	JPEOAD_01639	9.2	9.1		SO:0001217, UniRef:UniRef50_A0A841QF52, UniRef:UniRef90_A0A841QF52
contig_3	1755412	1755693	+	JPEOAD_01640	10.4	9.8		RefSeq:WP_112209841.1, SO:0001217, UniParc:UPI0007DD08D4, UniRef:UniRef100_A0A181C7B3, UniRef:UniRef50_A0A149U7I9, UniRef:UniRef90_A0A149U7I9
contig_3	1757315	1757503	+	JPEOAD_01643	7.0	4.3		RefSeq:WP_112209847.1, SO:0001217, UniParc:UPI0007DE355D, UniRef:UniRef100_A0A181C7D6, UniRef:UniRef50_A0A347WGF5, UniRef:UniRef90_A0A347WGF5
contig_3	1772876	1773073	+	JPEOAD_01656	7.2	8.6	PF00239.26|Resolvase	PFAM:PF00239.26
contig_3	1778618	1778716	-	JPEOAD_01662	3.4	4.7		
contig_3	1794713	1794892	+	JPEOAD_01677	7.0	7.8		SO:0001217, UniRef:UniRef50_A0AA37SLQ0
contig_3	1805213	1806067	+	JPEOAD_01686	27.2	4.2	PF13332.12|Fil_haemagg_2	PFAM:PF13332.12
contig_3	1808482	1808772	+	JPEOAD_01689	10.0	6.0		
contig_3	1812535	1812795	+	JPEOAD_01693	9.4	12.0		
contig_3	1854266	1854721	-	JPEOAD_01731	17.0	10.3		RefSeq:WP_039999958.1, SO:0001217, UniParc:UPI00058761F5, UniRef:UniRef100_A0A181CBQ3, UniRef:UniRef50_A0A318QN56, UniRef:UniRef90_A0A181CBQ3
contig_3	1879341	1879946	+	JPEOAD_01757	22.5	11.0	PF08021.17|FAD_binding_9	PFAM:PF08021.17
contig_3	1879904	1880128	+	JPEOAD_01758	8.2	6.2		
contig_3	1882574	1882840	+	JPEOAD_01760	9.9	10.4		
contig_3	1882882	1883511	+	JPEOAD_01761	23.0	5.9		RefSeq:WP_007400223.1, SO:0001217, UniParc:UPI000208021C, UniRef:UniRef100_UPI000208021C, UniRef:UniRef50_A0A0D6QCD0, UniRef:UniRef90_A0A0D6QCD0
contig_3	1886348	1886803	+	JPEOAD_01765	16.3	9.2		
contig_3	1887618	1887761	+	JPEOAD_01767	5.2	4.8		
contig_3	1891112	1892044	-	JPEOAD_01771	35.3	8.9		RefSeq:WP_139064318.1, SO:0001217, UniParc:UPI0007DF32FC, UniRef:UniRef100_A0A181C517, UniRef:UniRef50_A0A181C517, UniRef:UniRef90_A0A181C517
contig_3	1892549	1892836	-	JPEOAD_01772	10.2	6.6		
contig_3	1898312	1898482	-	JPEOAD_01778	6.4	6.2		
contig_3	1904154	1904387	-	JPEOAD_01784	8.7	8.8		RefSeq:WP_007400250.1, SO:0001217, UniParc:UPI0002080237, UniRef:UniRef100_A0A181CBK8, UniRef:UniRef50_A0A181CBK8, UniRef:UniRef90_A0A181CBK8
contig_3	1961391	1961738	+	JPEOAD_01824	11.3	9.3		RefSeq:WP_007400308.1, SO:0001217, UniParc:UPI0002080453, UniRef:UniRef100_A0A181CBG7, UniRef:UniRef50_G2I4W5, UniRef:UniRef90_A0A181CBG7
contig_3	1972913	1973245	+	JPEOAD_01838	11.8	11.4		RefSeq:WP_007400323.1, SO:0001217, UniParc:UPI0002080462, UniRef:UniRef100_UPI0002080462, UniRef:UniRef50_G2I4V1, UniRef:UniRef90_A0A858JKA9
contig_3	1987420	1987659	-	JPEOAD_01854	8.7	5.4		RefSeq:WP_034929778.1, SO:0001217, UniParc:UPI0004D817D4, UniRef:UniRef100_A0A181CBD8, UniRef:UniRef50_G2I4T4, UniRef:UniRef90_G2I4T4
contig_3	1991070	1991384	+	JPEOAD_01858	11.6	10.0		RefSeq:WP_007400348.1, SO:0001217, UniParc:UPI0002080576, UniRef:UniRef100_UPI0002080576, UniRef:UniRef50_UPI0002080576, UniRef:UniRef90_UPI0002080576
contig_3	1993883	1994251	-	JPEOAD_01861	13.5	10.0		SO:0001217, UniRef:UniRef50_A0A858JF01, UniRef:UniRef90_A0A858JF01
contig_3	1997224	1999281	+	JPEOAD_01865	79.1	5.6	PF00702.32|Hydrolase, PF08282.18|Hydrolase_3	PFAM:PF00702.32, PFAM:PF08282.18, RefSeq:WP_139064323.1, SO:0001217, UniParc:UPI0003030DB7, UniRef:UniRef100_A0A181CBC6, UniRef:UniRef50_A0A181CBC6, UniRef:UniRef90_A0A181CBC6
contig_3	2058510	2058746	+	JPEOAD_01916	8.5	6.1		
contig_3	2129956	2130336	+	JPEOAD_01986	15.4	9.4		RefSeq:WP_007400506.1, SO:0001217, UniParc:UPI0002080909, UniRef:UniRef100_A0A181CB12, UniRef:UniRef50_G6XJY3, UniRef:UniRef90_A0A181CB12
contig_3	2132286	2132705	+	JPEOAD_01989	15.5	11.3		
contig_3	2206597	2206782	-	JPEOAD_02059	6.7	11.5		RefSeq:WP_007400589.1, SO:0001217, UniParc:UPI000207F9E2, UniRef:UniRef100_A0A181CAY6, UniRef:UniRef50_A0A181CAY6, UniRef:UniRef90_A0A181CAY6
contig_3	2206807	2207457	-	JPEOAD_02060	23.3	9.8		RefSeq:WP_007400590.1, SO:0001217, UniParc:UPI000207F9E3, UniRef:UniRef100_A0A858JMU0, UniRef:UniRef50_A0A318PQY8, UniRef:UniRef90_A0A858JMU0
contig_3	2208050	2208655	-	JPEOAD_02062	22.1	11.7		
contig_3	2212247	2212549	-	JPEOAD_02066	11.2	7.9		RefSeq:WP_034928364.1, SO:0001217, UniParc:UPI00031271F0, UniRef:UniRef100_A0A858JL40, UniRef:UniRef50_A0A858JL40, UniRef:UniRef90_A0A858JL40
contig_3	2223320	2223706	-	JPEOAD_02079	13.0	6.3		
contig_3	2241746	2241964	+	JPEOAD_02097	7.5	6.5		
contig_3	2241907	2242581	-	JPEOAD_02098	23.7	10.7		
contig_3	2258180	2259334	+	JPEOAD_02111	43.3	8.5		RefSeq:WP_146750208.1, SO:0001217, UniParc:UPI0011BE844B, UniRef:UniRef100_UPI0011BE844B, UniRef:UniRef50_A0A2Z3X772, UniRef:UniRef90_A0A6S6PIS9
contig_3	2266264	2266458	+	JPEOAD_02118	6.7	11.7		
contig_3	2276917	2277150	+	JPEOAD_02131	8.7	5.9		
contig_3	2295472	2295585	-	JPEOAD_02146	4.1	11.4	PF02492.25|cobW	PFAM:PF02492.25
contig_3	2302516	2303088	-	JPEOAD_02153	20.9	4.9		
contig_3	2303927	2304124	-	JPEOAD_02155	7.4	10.7		RefSeq:WP_039999084.1, SO:0001217, UniParc:UPI000313C3EA, UniRef:UniRef100_UPI000313C3EA, UniRef:UniRef50_UPI000313C3EA, UniRef:UniRef90_UPI000313C3EA
contig_3	2305833	2306072	-	JPEOAD_02157	8.1	4.4		SO:0001217, UniRef:UniRef50_UPI000B56111E
contig_3	2313968	2314066	+	JPEOAD_02164	4.0	9.2		SO:0001217, UniRef:UniRef50_A0A1Y0UZS5, UniRef:UniRef90_A0A1Y0UZS5
contig_3	2331875	2332006	+	JPEOAD_02178	5.1	11.6		
contig_3	2347437	2347949	-	JPEOAD_02193	17.4	5.3	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_3	2367084	2367542	+	JPEOAD_02210	17.8	6.6		RefSeq:WP_039999053.1, SO:0001217, UniParc:UPI0002E95295, UniRef:UniRef100_A0A858JJ31, UniRef:UniRef50_A0A858JJ31, UniRef:UniRef90_A0A858JJ31
contig_3	2432642	2433016	-	JPEOAD_02265	13.7	6.7		RefSeq:WP_007398638.1, SO:0001217, UniParc:UPI0002080AB1, UniRef:UniRef100_A0A181CAN6, UniRef:UniRef50_A0A318QQA1, UniRef:UniRef90_A0A181CAN6
contig_3	2463075	2463215	-	JPEOAD_02293	5.0	12.0		
contig_3	2464354	2464491	+	JPEOAD_02295	4.8	6.4		
contig_3	2486299	2486619	-	JPEOAD_02314	11.0	9.9		SO:0001217, UniRef:UniRef50_UPI001CD36538, UniRef:UniRef90_UPI001CD36538
contig_3	2526703	2527761	-	JPEOAD_02345	39.0	6.6		SO:0001217, UniRef:UniRef50_A0A0N0MDZ5, UniRef:UniRef90_UPI0004D5A73C
contig_3	2530485	2530745	-	JPEOAD_02347	9.8	5.9		RefSeq:WP_039998935.1, SO:0001217, UniParc:UPI00058736B4, UniRef:UniRef100_A0A181C5H5, UniRef:UniRef50_A0A181C5H5, UniRef:UniRef90_A0A181C5H5
contig_3	2542180	2542941	+	JPEOAD_02359	28.4	10.6	PF01292.26|Ni_hydr_CYTB	PFAM:PF01292.26
contig_3	2550124	2550408	+	JPEOAD_02366	9.2	9.4		RefSeq:WP_007398515.1, SO:0001217, UniParc:UPI000208075E, UniRef:UniRef100_A0A181CAJ1, UniRef:UniRef50_A0A181CAJ1, UniRef:UniRef90_A0A181CAJ1
contig_3	2551303	2551464	+	JPEOAD_02368	6.1	9.3		
contig_3	2559149	2559325	+	JPEOAD_02376	6.4	5.3		RefSeq:WP_157772009.1, SO:0001217, UniParc:UPI0007DDED69, UniRef:UniRef100_A0A181CAI0, UniRef:UniRef50_A0A181CAI0, UniRef:UniRef90_A0A181CAI0
contig_3	2559358	2559522	+	JPEOAD_02377	5.5	4.6		RefSeq:WP_007398499.1, SO:0001217, UniParc:UPI000208074E, UniRef:UniRef100_A0A181CAM4, UniRef:UniRef50_A0A181CAM4, UniRef:UniRef90_A0A181CAM4
contig_3	2562059	2562388	+	JPEOAD_02381	10.8	9.0		
contig_3	2563025	2563264	-	JPEOAD_02383	8.6	10.1		RefSeq:WP_112210005.1, SO:0001217, UniParc:UPI0007DE2C38, UniRef:UniRef100_A0A181CAK9, UniRef:UniRef50_A0A181CAK9, UniRef:UniRef90_A0A181CAK9
contig_3	2565211	2565360	-	JPEOAD_02387	5.2	12.0		RefSeq:WP_007398488.1, SO:0001217, UniParc:UPI0002080743, UniRef:UniRef100_A0A181CAL6, UniRef:UniRef50_A0A181CAL6, UniRef:UniRef90_A0A181CAL6
contig_3	2566208	2566591	-	JPEOAD_02389	13.1	9.6		SO:0001217, UniRef:UniRef50_G2I452, UniRef:UniRef90_A0A858JEJ1
contig_3	2566548	2567039	-	JPEOAD_02390	17.3	8.6		RefSeq:WP_007398485.1, SO:0001217, UniParc:UPI0002080740, UniRef:UniRef100_A0A181CAJ5, UniRef:UniRef50_A0A9N7CPN5, UniRef:UniRef90_A0A181CAJ5
contig_3	2572492	2572725	-	JPEOAD_02398	8.2	12.0		RefSeq:WP_139064286.1, SO:0001217, UniParc:UPI0002FDA5E1, UniRef:UniRef100_A0A181CAG2, UniRef:UniRef50_A0A181CAG2, UniRef:UniRef90_A0A181CAG2
contig_3	2575925	2577217	-	JPEOAD_02403	43.4	12.0		RefSeq:WP_099963227.1, SO:0001217, UniParc:UPI0007DCD737, UniRef:UniRef100_A0A181CAJ0, UniRef:UniRef50_A0A181CAJ0, UniRef:UniRef90_A0A181CAJ0
contig_3	2580862	2581512	-	JPEOAD_02408	22.3	6.9		RefSeq:WP_007398469.1, SO:0001217, UniParc:UPI000208063A, UniRef:UniRef100_A0A181CAF3, UniRef:UniRef50_G2I435, UniRef:UniRef90_A0A181CAF3
contig_3	2589349	2590470	-	JPEOAD_02417	40.0	5.2		RefSeq:WP_007398457.1, SO:0001217, UniParc:UPI000208062E, UniRef:UniRef100_A0A181CAI7, UniRef:UniRef50_G2I420, UniRef:UniRef90_A0A181CAI7
contig_3	2599762	2600298	+	JPEOAD_02425	20.0	6.8	PF08883.16|DOPA_dioxygen	PFAM:PF08883.16
