# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_3	cds	18978	19940	+	JPEOAD_00024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD03
contig_3	cds	19937	21232	+	JPEOAD_00025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD07
contig_3	cds	21229	21867	+	JPEOAD_00026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD21
contig_3	cds	21864	23036	+	JPEOAD_00027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CCY6
contig_3	cds	23082	25814	+	JPEOAD_00028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD56
contig_3	cds	25817	28060	+	JPEOAD_00029	1337.0	0.0	1.003	1.0	0.907	UniRef:UniRef90_G2I6B6
contig_3	cds	28057	29763	+	JPEOAD_00030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD16
contig_3	cds	29842	30180	+	JPEOAD_00031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CCY2
contig_3	cds	30427	31572	+	JPEOAD_00032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD19
contig_3	cds	31805	32794	-	JPEOAD_00033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD92
contig_3	cds	32950	33396	+	JPEOAD_00034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD14
contig_3	cds	33461	33922	-	JPEOAD_00035	292.0	4.9e-100	1.0	1.0	0.935	UniRef:UniRef90_G2I6C2
contig_3	cds	34300	34845	+	JPEOAD_00036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JSA2
contig_3	cds	35062	37032	+	JPEOAD_00037	1294.0	0.0	1.0	0.965	0.977	UniRef:UniRef90_A0A347WBY4
contig_3	cds	37185	38726	-	JPEOAD_00038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD65
contig_3	cds	38859	40721	-	JPEOAD_00039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD02
contig_3	cds	40780	41247	-	JPEOAD_00040	298.0	7.2e-102	1.0	0.812	0.968	UniRef:UniRef90_A0A4V0WMG4
contig_3	cds	41363	41836	-	JPEOAD_00041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CCZ2
contig_3	cds	41842	44715	-	JPEOAD_00042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD31
contig_3	cds	44808	45767	-	JPEOAD_00043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDA4
contig_3	cds	45764	46480	-	JPEOAD_00044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD27
contig_3	cds	46507	47049	-	JPEOAD_00045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD26
contig_3	cds	47046	47669	-	JPEOAD_00046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD40
contig_3	cds	47698	47955	-	JPEOAD_00047	147.0	1.3e-44	0.953	1.0	0.901	UniRef:UniRef90_A0A858JQA4
contig_3	cds	48076	48609	-	JPEOAD_00048	317.0	7.2e-109	0.960	0.966	0.906	UniRef:UniRef90_A0A858JPP0
contig_3	cds	48632	49273	-	JPEOAD_00049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD12
contig_3	cds	49582	50784	+	JPEOAD_00050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD33
contig_3	cds	50781	51767	+	JPEOAD_00051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDCD29
contig_3	cds	51764	52084	+	JPEOAD_00052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD41
contig_3	cds	52118	53098	+	JPEOAD_00053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDB2
contig_3	cds	53198	54112	+	JPEOAD_00054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD36
contig_3	cds	54168	56264	-	JPEOAD_00055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JKN7
contig_3	cds	56399	58915	+	JPEOAD_00056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JGI5
contig_3	cds	58987	59238	-	JPEOAD_00057	-	-	-	-	-	-
contig_3	cds	59424	60173	+	JPEOAD_00058	494.0	1.1e-175	0.988	0.801	0.992	UniRef:UniRef90_UPI001E31AB94
contig_3	cds	60204	60884	+	JPEOAD_00059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD22
contig_3	cds	61005	62489	+	JPEOAD_00060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JQ42
contig_3	cds	62494	62826	+	JPEOAD_00061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD15
contig_3	cds	62823	63587	+	JPEOAD_00062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD51
contig_3	cds	63786	64307	-	JPEOAD_00063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC4
contig_3	cds	64533	66467	-	JPEOAD_00064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD50
contig_3	cds	66510	67412	-	JPEOAD_00065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD46
contig_3	cds	67417	68298	-	JPEOAD_00066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD59
contig_3	cds	68505	69734	+	JPEOAD_00067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD23
contig_3	cds	69971	71101	+	JPEOAD_00068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD97
contig_3	cds	71157	71348	+	JPEOAD_00069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD32
contig_3	cds	71469	71990	+	JPEOAD_00070	359.0	9.6e-126	1.0	0.940	0.994	UniRef:UniRef90_G2I6F6
contig_3	cds	72010	73272	+	JPEOAD_00071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD25
contig_3	cds	73392	74117	+	JPEOAD_00072	461.0	1.6e-163	1.0	0.909	0.979	UniRef:UniRef90_UPI001CD47C04
contig_3	cds	74114	75427	+	JPEOAD_00073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDD5
contig_3	cds	75516	75734	+	JPEOAD_00074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A347WBU9
contig_3	cds	75751	76380	+	JPEOAD_00075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD54
contig_3	cds	76383	77495	+	JPEOAD_00076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD70
contig_3	cds	77488	77694	+	JPEOAD_00077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD35
contig_3	tRNA	77755	77830	+	JPEOAD_00078	78.1	-	-	-	-	-
contig_3	cds	78050	79390	-	JPEOAD_00079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDA7
contig_3	cds	79619	81847	-	JPEOAD_00080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD42
contig_3	cds	81925	84192	-	JPEOAD_00081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JHX7
contig_3	cds	84231	86261	-	JPEOAD_00082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD34
contig_3	cds	86661	87218	-	JPEOAD_00083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD72
contig_3	cds	87292	87660	-	JPEOAD_00084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE5
contig_3	cds	87909	88430	+	JPEOAD_00085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD71
contig_3	cds	88488	89492	-	JPEOAD_00086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD64
contig_3	cds	89707	90417	-	JPEOAD_00087	448.0	6.9e-159	1.0	1.0	0.936	UniRef:UniRef90_A0A0M0EI31
contig_3	cds	90583	91587	+	JPEOAD_00088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD45
contig_3	cds	91676	92917	+	JPEOAD_00089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDB6
contig_3	cds	92944	94278	+	JPEOAD_00090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD52
contig_3	cds	94417	96261	+	JPEOAD_00091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD73
contig_3	tRNA	96330	96405	+	JPEOAD_00092	68.2	-	-	-	-	-
contig_3	cds	96545	97171	+	JPEOAD_00093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00020804E9
contig_3	cds	97770	97907	+	JPEOAD_00094	-	-	-	-	-	-
contig_3	cds	98107	99582	-	JPEOAD_00095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF4
contig_3	cds	99692	100153	+	JPEOAD_00096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD77
contig_3	cds	100317	102719	-	JPEOAD_00097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A7H4IQW7
contig_3	cds	102799	103629	-	JPEOAD_00098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2D3HAT8
contig_3	cds	104154	104657	-	JPEOAD_00099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JMW5
contig_3	cds	104701	105513	-	JPEOAD_00100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C525
contig_3	cds	105536	106204	-	JPEOAD_00101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C534
contig_3	cds	106220	107257	-	JPEOAD_00102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C542
contig_3	cds	107300	108619	-	JPEOAD_00103	838.0	1.2e-306	0.973	1.0	1.0	UniRef:UniRef90_A0A858JQR5
contig_3	cds	108580	110025	-	JPEOAD_00104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C565
contig_3	cds	110067	110897	-	JPEOAD_00105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	110974	112446	-	JPEOAD_00106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDB9
contig_3	cds	112443	113906	-	JPEOAD_00107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD85
contig_3	cds	114096	114971	-	JPEOAD_00108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF5
contig_3	cds	115033	116220	-	JPEOAD_00109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JMZ9
contig_3	cds	116316	117779	-	JPEOAD_00110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDB3
contig_3	cds	118073	118531	+	JPEOAD_00111	305.0	5.2e-105	1.0	0.962	1.0	UniRef:UniRef90_A0A858JMX3
contig_3	cds	118959	122141	-	JPEOAD_00112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC0
contig_3	cds	122138	123409	-	JPEOAD_00113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDJ3
contig_3	cds	123478	123570	-	JPEOAD_00114	-	-	-	-	-	-
contig_3	cds	123567	125069	-	JPEOAD_00115	1018.0	0.0	1.0	0.933	1.0	UniRef:UniRef90_A0A858JKS8
contig_3	cds	125634	126476	-	JPEOAD_00116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC9
contig_3	cds	126746	127075	+	JPEOAD_00117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD95
contig_3	cds	127167	128582	+	JPEOAD_00118	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDG5
contig_3	cds	128597	128854	+	JPEOAD_00119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD98
contig_3	cds	128899	129828	-	JPEOAD_00120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC3
contig_3	cds	129993	130967	+	JPEOAD_00121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CD99
contig_3	cds	130921	132120	+	JPEOAD_00122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJ08
contig_3	cds	132244	134088	-	JPEOAD_00123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00020803D2
contig_3	cds	134216	135514	-	JPEOAD_00124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC2
contig_3	cds	135563	136069	-	JPEOAD_00125	291.0	2.0e-99	0.923	1.0	1.0	UniRef:UniRef90_A0A858JSA8
contig_3	cds	136099	136770	-	JPEOAD_00126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDD9
contig_3	cds	136861	137784	+	JPEOAD_00127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDA6
contig_3	cds	137840	139126	+	JPEOAD_00128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDH6
contig_3	cds	139182	139760	+	JPEOAD_00129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JKU4
contig_3	cds	139865	140944	-	JPEOAD_00130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDD4
contig_3	cds	141015	141134	-	JPEOAD_00131	80.5	1.7e-19	1.0	1.0	0.923	UniRef:UniRef90_A0A0N1F6Q2
contig_3	cds	141345	142052	+	JPEOAD_00132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE1
contig_3	cds	142185	142790	+	JPEOAD_00133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDL2
contig_3	cds	143003	143245	+	JPEOAD_00134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JQF3
contig_3	cds	143288	143734	-	JPEOAD_00135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00020803C3
contig_3	cds	144029	144754	-	JPEOAD_00136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE9
contig_3	cds	144893	145696	-	JPEOAD_00137	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDB7
contig_3	cds	145701	147059	-	JPEOAD_00138	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI5
contig_3	cds	147112	148149	-	JPEOAD_00139	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDB8
contig_3	cds	148249	150189	-	JPEOAD_00140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE4
contig_3	cds	150322	151599	-	JPEOAD_00141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC1
contig_3	cds	151600	152295	-	JPEOAD_00142	412.0	1.6e-144	1.0	0.913	1.0	UniRef:UniRef90_A0A858JGQ3
contig_3	cds	152473	152943	-	JPEOAD_00143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDM1
contig_3	cds	153192	154562	-	JPEOAD_00144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE0
contig_3	cds	154593	155585	-	JPEOAD_00145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE3
contig_3	cds	155616	156053	-	JPEOAD_00146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF9
contig_3	cds	156056	156775	-	JPEOAD_00147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC8
contig_3	cds	156923	157342	-	JPEOAD_00148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDJ9
contig_3	cds	157329	158390	-	JPEOAD_00149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDC7
contig_3	cds	158387	159010	-	JPEOAD_00150	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF7
contig_3	cds	159007	159513	-	JPEOAD_00151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDD2
contig_3	cds	159522	160271	-	JPEOAD_00152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDG1
contig_3	cds	160332	163073	-	JPEOAD_00153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDM9
contig_3	cds	163320	164231	+	JPEOAD_00154	489.0	5.3e-173	0.987	0.993	0.849	UniRef:UniRef90_A0A347WBH3
contig_3	cds	164327	165562	+	JPEOAD_00155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF2
contig_3	cds	165672	166265	+	JPEOAD_00156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDG9
contig_3	cds	166467	169031	+	JPEOAD_00157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DCCB35
contig_3	cds	169024	169758	+	JPEOAD_00158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDK8
contig_3	cds	169755	170825	+	JPEOAD_00159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDD8
contig_3	cds	171045	172181	+	JPEOAD_00160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000316CAAF
contig_3	cds	172187	173005	+	JPEOAD_00161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE2
contig_3	cds	173011	173964	+	JPEOAD_00162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDH1
contig_3	cds	173961	174632	+	JPEOAD_00163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDN8
contig_3	cds	174718	175206	+	JPEOAD_00164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002D859AA
contig_3	tRNA	175341	175414	-	JPEOAD_00165	82.9	-	-	-	-	-
contig_3	ncRNA-region	175530	175610	+	-	59.3	6.2e-10	-	-	-	RFAM:RF00521
contig_3	cds	175746	176972	+	JPEOAD_00166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDG2
contig_3	cds	176969	177445	+	JPEOAD_00167	311.0	3.4e-107	1.0	1.0	0.937	UniRef:UniRef90_G2I6M5
contig_3	cds	177513	178118	+	JPEOAD_00168	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE7
contig_3	cds	178267	178842	-	JPEOAD_00169	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDL7
contig_3	cds	178868	179419	-	JPEOAD_00170	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDE8
contig_3	cds	179683	181161	+	JPEOAD_00171	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDH8
contig_3	cds	181207	182190	+	JPEOAD_00172	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF3
contig_3	cds	182596	182778	+	JPEOAD_00173	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI0
contig_3	cds	182837	183268	-	JPEOAD_00174	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDP8
contig_3	cds	183459	185153	-	JPEOAD_00175	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDH0
contig_3	cds	185283	187037	-	JPEOAD_00176	1149.0	0.0	1.0	1.0	0.962	UniRef:UniRef90_G2I6N3
contig_3	cds	187210	188901	-	JPEOAD_00177	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI7
contig_3	cds	188978	189763	-	JPEOAD_00178	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF6
contig_3	cds	190007	190408	+	JPEOAD_00179	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDM8
contig_3	cds	190487	190816	-	JPEOAD_00180	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDF8
contig_3	cds	190813	191754	-	JPEOAD_00181	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI9
contig_3	cds	191984	193798	+	JPEOAD_00182	1059.0	0.0	0.972	0.998	0.956	UniRef:UniRef90_A0A858JQC5
contig_3	cds	193862	194218	+	JPEOAD_00183	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDJ0
contig_3	cds	194349	195347	-	JPEOAD_00184	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDQ8
contig_3	cds	195603	196496	+	JPEOAD_00185	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI1
contig_3	cds	196527	196937	-	JPEOAD_00186	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI3
contig_3	cds	197074	198096	+	JPEOAD_00187	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDJ8
contig_3	cds	198178	198897	+	JPEOAD_00188	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DD2C19
contig_3	cds	198905	200503	+	JPEOAD_00189	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JKZ3
contig_3	cds	200544	201020	+	JPEOAD_00190	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDG6
contig_3	cds	201060	201638	+	JPEOAD_00191	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDJ7
contig_3	cds	201784	202770	+	JPEOAD_00192	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDH3
contig_3	cds	203139	204611	+	JPEOAD_00193	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JQD5
contig_3	cds	204770	205702	-	JPEOAD_00194	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDJ1
contig_3	cds	205702	207639	-	JPEOAD_00195	1189.0	0.0	0.947	1.0	1.0	UniRef:UniRef90_A0A858JKG6
contig_3	cds	207643	208521	+	JPEOAD_00196	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJR8
contig_3	cds	208821	210683	+	JPEOAD_00197	1148.0	0.0	1.002	0.941	0.929	UniRef:UniRef90_A0A858JHA1
contig_3	cds	210884	212173	-	JPEOAD_00198	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDP9
contig_3	cds	212303	213484	-	JPEOAD_00199	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDH4
contig_3	cds	213937	215952	+	JPEOAD_00200	1254.0	0.0	1.0	0.993	0.946	UniRef:UniRef90_A0A0M0EM65
contig_3	cds	215949	216611	+	JPEOAD_00201	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI2
contig_3	cds	216675	217853	+	JPEOAD_00202	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDL0
contig_3	cds	217961	219385	+	JPEOAD_00203	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDS8
contig_3	cds	219401	220318	+	JPEOAD_00204	552.0	4.5e-198	0.928	0.996	0.961	UniRef:UniRef90_A0A0M0EI46
contig_3	cds	220344	220673	-	JPEOAD_00205	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDK3
contig_3	cds	220747	224331	-	JPEOAD_00206	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDL8
contig_3	cds	224328	227378	-	JPEOAD_00207	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI8
contig_3	cds	227375	228136	-	JPEOAD_00208	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDR0
contig_3	cds	228133	228639	-	JPEOAD_00209	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDI6
contig_3	cds	228783	229823	+	JPEOAD_00210	647.0	8.8e-234	0.994	0.983	0.927	UniRef:UniRef90_A0A4P5NQ17
contig_3	cds	229920	231185	+	JPEOAD_00211	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDJ4
contig_3	cds	231300	231569	-	JPEOAD_00212	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDM0
contig_3	cds	231793	233616	-	JPEOAD_00213	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDT9
contig_3	cds	233805	234815	-	JPEOAD_00214	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDL1
contig_3	cds	235231	235728	+	JPEOAD_00215	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDL3
contig_3	cds	235832	236452	-	JPEOAD_00216	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CDM6
