# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	28057	29763	+	JPEOAD_00030		Carboxy-terminal processing protease	RefSeq:WP_007399924.1, SO:0001217, UniParc:UPI000207F89E, UniRef:UniRef100_A0A181CD16, UniRef:UniRef50_A0A095B4V8, UniRef:UniRef90_G2I6B7
contig_3	cds	29842	30180	+	JPEOAD_00031		DUF1491 domain-containing protein	RefSeq:WP_007399923.1, SO:0001217, UniParc:UPI000207F89D, UniRef:UniRef100_A0A181CCY2, UniRef:UniRef50_G9ZY88, UniRef:UniRef90_G2I6B8
contig_3	cds	30427	31572	+	JPEOAD_00032		OmpA-like domain-containing protein	RefSeq:WP_166498147.1, SO:0001217, UniParc:UPI0007DDD8D2, UniRef:UniRef100_A0A181CD19, UniRef:UniRef50_A0A1U9KGK8, UniRef:UniRef90_A0A318QWG9
contig_3	cds	31805	32794	-	JPEOAD_00033	cysK	cysteine synthase A	COG:COG0031, COG:E, EC:2.5.1.47, GO:0004124, GO:0006535, RefSeq:WP_007399921.1, SO:0001217, UniParc:UPI000207F89B, UniRef:UniRef100_A0A181CD92, UniRef:UniRef50_A0A437MNZ4, UniRef:UniRef90_A0A0M0EGX8
contig_3	cds	32950	33396	+	JPEOAD_00034	iscR	HTH-type transcriptional regulator IscR	COG:COG1959, COG:K, RefSeq:WP_007399920.1, SO:0001217, UniParc:UPI000207F89A, UniRef:UniRef100_A0A181CD14, UniRef:UniRef50_Q5FRN9, UniRef:UniRef90_A0A347WBY7
contig_3	cds	33461	33922	-	JPEOAD_00035		Secreted protein	SO:0001217, UniRef:UniRef50_G2I6C2, UniRef:UniRef90_G2I6C2
contig_3	cds	34300	34845	+	JPEOAD_00036	lprI	Lysozyme inhibitor LprI N-terminal domain-containing protein	RefSeq:WP_083824494.1, SO:0001217, UniParc:UPI0007DDCC18, UniRef:UniRef100_A0A858JSA2, UniRef:UniRef50_A0A1U9KGQ6, UniRef:UniRef90_G2I6C3
contig_3	cds	35062	37032	+	JPEOAD_00037	parE	DNA topoisomerase IV subunit B	COG:COG0187, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0006265, SO:0001217, UniRef:UniRef50_P94281, UniRef:UniRef90_A0A347WBY4
contig_3	cds	37185	38726	-	JPEOAD_00038	nuoM	NADH-quinone oxidoreductase subunit M	COG:C, COG:COG1008, EC:1.6.5.9, EC:7.1.1.2, GO:0008137, GO:0042773, KEGG:K00342, RefSeq:WP_007399915.1, SO:0001217, UniParc:UPI00020809F0, UniRef:UniRef100_A0A181CD65, UniRef:UniRef50_A0A6P4HZG2, UniRef:UniRef90_A0A0M0EGY3
contig_3	cds	38859	40721	-	JPEOAD_00039	mutL	DNA mismatch repair endonuclease MutL	GO:0005524, GO:0006298, GO:0016887, GO:0030983, GO:0032300, RefSeq:WP_007399914.1, SO:0001217, UniParc:UPI00020809EF, UniRef:UniRef100_A0A181CD02, UniRef:UniRef50_A0A6P1NEQ8, UniRef:UniRef90_G2I6C6
contig_3	cds	40780	41247	-	JPEOAD_00040		DUF3035 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0U4YBM0, UniRef:UniRef90_A0A4V0WMG4
contig_3	cds	41363	41836	-	JPEOAD_00041	lspA	signal peptidase II	EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, KEGG:K03101, RefSeq:WP_007399912.1, SO:0001217, UniParc:UPI00020809ED, UniRef:UniRef100_A0A181CCZ2, UniRef:UniRef50_G2I6C8, UniRef:UniRef90_G2I6C8
contig_3	cds	41842	44715	-	JPEOAD_00042	ileS	isoleucine--tRNA ligase	EC:6.1.1.5, GO:0000166, GO:0004822, GO:0005524, GO:0006428, RefSeq:WP_007399911.1, SO:0001217, UniParc:UPI00020809EC, UniRef:UniRef100_A0A181CD31, UniRef:UniRef50_Q5FRI6, UniRef:UniRef90_G2I6C9
contig_3	cds	44808	45767	-	JPEOAD_00043		bifunctional riboflavin kinase/FAD synthetase	EC:2.7.1.26, EC:2.7.7.2, GO:0003919, KEGG:K11753, RefSeq:WP_007399910.1, SO:0001217, UniParc:UPI00020809EB, UniRef:UniRef100_A0A181CDA4, UniRef:UniRef50_A0A506UL92, UniRef:UniRef90_G2I6D0
contig_3	cds	45764	46480	-	JPEOAD_00044	mtnC	acireductone synthase	EC:3.1.3.77, GO:0000287, GO:0019509, GO:0043874, KEGG:K09880, RefSeq:WP_007399909.1, SO:0001217, UniParc:UPI00020809EA, UniRef:UniRef100_A0A181CD27, UniRef:UniRef50_A9H8G7, UniRef:UniRef90_G2I6D1
contig_3	cds	46507	47049	-	JPEOAD_00045		Acireductone dioxygenase	RefSeq:WP_007399908.1, SO:0001217, UniParc:UPI00020809E9, UniRef:UniRef100_A0A181CD26, UniRef:UniRef50_A9H8G4, UniRef:UniRef90_G2I6D2
contig_3	cds	47046	47669	-	JPEOAD_00046		methylthioribulose 1-phosphate dehydratase	EC:4.2.1.109, GO:0019509, GO:0046872, RefSeq:WP_007399907.1, SO:0001217, UniParc:UPI00020809E8, UniRef:UniRef100_A0A181CD40, UniRef:UniRef50_A9H8G1, UniRef:UniRef90_G2I6D3
contig_3	cds	47698	47955	-	JPEOAD_00047		twin-arginine translocase TatA/TatE family subunit	GO:0016020, GO:0043953, SO:0001217, UniRef:UniRef50_A0A318QUN8, UniRef:UniRef90_A0A858JQA4
contig_3	cds	48076	48609	-	JPEOAD_00048		CHAP domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D6Q8N7, UniRef:UniRef90_A0A858JPP0
contig_3	cds	48632	49273	-	JPEOAD_00049	recX	Regulatory protein RecX	RefSeq:WP_039999861.1, SO:0001217, UniParc:UPI0005878FD3, UniRef:UniRef100_A0A181CD12, UniRef:UniRef50_A0A9E3LQZ6, UniRef:UniRef90_A0A181CD12
contig_3	cds	49582	50784	+	JPEOAD_00050		Acetylornithine aminotransferase	RefSeq:WP_039999770.1, SO:0001217, UniParc:UPI00031404AA, UniRef:UniRef100_A0A181CD33, UniRef:UniRef50_Q9AAL3, UniRef:UniRef90_G2I6D7
contig_3	cds	50781	51767	+	JPEOAD_00051	argF	ornithine carbamoyltransferase	EC:2.1.3.3, GO:0004585, GO:0042450, KEGG:K00611, RefSeq:WP_112210103.1, SO:0001217, UniParc:UPI0007DDCD29, UniRef:UniRef100_UPI0007DDCD29, UniRef:UniRef50_Q8UI70, UniRef:UniRef90_A0A0M0EGZ4
contig_3	cds	51764	52084	+	JPEOAD_00052		Permease	RefSeq:WP_007399901.1, SO:0001217, UniParc:UPI00020809E2, UniRef:UniRef100_A0A181CD41, UniRef:UniRef50_A0A850NW06, UniRef:UniRef90_A0A181CD41
contig_3	cds	52118	53098	+	JPEOAD_00053		Heat shock protein Hsp33	KEGG:K04083, RefSeq:WP_007399900.1, SO:0001217, UniParc:UPI00020809E1, UniRef:UniRef100_A0A181CDB2, UniRef:UniRef50_A0A7H1NUR5, UniRef:UniRef90_G2I6E0
contig_3	cds	53198	54112	+	JPEOAD_00054		Lipoprotein	RefSeq:WP_007399899.1, SO:0001217, UniParc:UPI00020809E0, UniRef:UniRef100_A0A181CD36, UniRef:UniRef50_G2I6E1, UniRef:UniRef90_A0A181CD36
contig_3	cds	54168	56264	-	JPEOAD_00055		Cytochrome C biogenesis protein	KEGG:K08344, RefSeq:WP_099963295.1, SO:0001217, UniParc:UPI000C1B3125, UniRef:UniRef100_A0A858JKN7, UniRef:UniRef50_A0A0M0EI05, UniRef:UniRef90_A0A858JKN7
contig_3	cds	56399	58915	+	JPEOAD_00056	hrpB	ATP-dependent helicase HrpB	EC:3.6.4.13, GO:0004386, SO:0001217, UniParc:UPI0007DE2B82, UniRef:UniRef100_A0A858JGI5, UniRef:UniRef50_A0A433WS61, UniRef:UniRef90_A0A858JGI5
contig_3	cds	58987	59238	-	JPEOAD_00057		hypothetical protein	
contig_3	cds	59424	60173	+	JPEOAD_00058		S1C family serine protease	SO:0001217, UniRef:UniRef50_UPI001E31AB94, UniRef:UniRef90_UPI001E31AB94
contig_3	cds	60204	60884	+	JPEOAD_00059	ompR	Transcriptional regulatory protein CusR	COG:COG0745, COG:TK, RefSeq:WP_007399892.1, SO:0001217, UniParc:UPI00020809D9, UniRef:UniRef100_A0A181CD22, UniRef:UniRef50_A0A091AV96, UniRef:UniRef90_A0A2S3W468
contig_3	cds	61005	62489	+	JPEOAD_00060		histidine kinase	RefSeq:WP_007399891.1, SO:0001217, UniParc:UPI00020809D8, UniRef:UniRef100_A0A858JQ42, UniRef:UniRef50_A0A347WBW3, UniRef:UniRef90_G2I6E6
contig_3	cds	62494	62826	+	JPEOAD_00061	urcA	UrcA family protein	RefSeq:WP_034928552.1, SO:0001217, UniParc:UPI0002F59863, UniRef:UniRef100_A0A181CD15, UniRef:UniRef50_A0A0N1N5Q7, UniRef:UniRef90_G2I6E7
contig_3	cds	62823	63587	+	JPEOAD_00062		SIMPL domain-containing protein	KEGG:K09807, RefSeq:WP_007399888.1, SO:0001217, UniParc:UPI00020809D5, UniRef:UniRef100_A0A181CD51, UniRef:UniRef50_A0A0M0EH10, UniRef:UniRef90_A0A181CD51
contig_3	cds	63786	64307	-	JPEOAD_00063	infC	translation initiation factor IF-3	COG:COG0290, COG:J, GO:0003743, GO:0006413, RefSeq:WP_034928547.1, SO:0001217, UniParc:UPI0004D8D327, UniRef:UniRef100_A0A181CDC4, UniRef:UniRef50_Q728R6, UniRef:UniRef90_A0A0M0EH16
contig_3	cds	64533	66467	-	JPEOAD_00064	thrS	threonine--tRNA ligase	COG:COG0441, COG:J, EC:6.1.1.3, GO:0004829, GO:0005524, GO:0005737, GO:0006435, RefSeq:WP_007399885.1, SO:0001217, UniParc:UPI00020809D2, UniRef:UniRef100_A0A181CD50, UniRef:UniRef50_Q8UEL1, UniRef:UniRef90_G2I6F0
contig_3	cds	66510	67412	-	JPEOAD_00065		Lipopolysaccharide (LPS) heptosyltransferase	RefSeq:WP_007399884.1, SO:0001217, UniParc:UPI00020809D1, UniRef:UniRef100_A0A181CD46, UniRef:UniRef50_A0A1Y0UYQ8, UniRef:UniRef90_G2I6F1
contig_3	cds	67417	68298	-	JPEOAD_00066		Tetratricopeptide repeat protein	SO:0001217, UniParc:UPI0007DD073A, UniRef:UniRef100_A0A181CD59, UniRef:UniRef50_A0A850P1A4, UniRef:UniRef90_A0A181CD59
contig_3	cds	68505	69734	+	JPEOAD_00067		Glycosyltransferase family 4 protein	RefSeq:WP_039999756.1, SO:0001217, UniParc:UPI0002F6402F, UniRef:UniRef100_A0A181CD23, UniRef:UniRef50_A0A1A0DJT4, UniRef:UniRef90_A0A181CD23
contig_3	cds	69971	71101	+	JPEOAD_00068		Ring-hydroxylating dioxygenase ferredoxin subunit	KEGG:K22895, RefSeq:WP_034928537.1, SO:0001217, UniParc:UPI00030F39F0, UniRef:UniRef100_A0A181CD97, UniRef:UniRef50_A0AAJ2DQ88, UniRef:UniRef90_G2I6F4
contig_3	cds	71157	71348	+	JPEOAD_00069		hypothetical protein	RefSeq:WP_034928534.1, SO:0001217, UniParc:UPI00030E070E, UniRef:UniRef100_A0A181CD32, UniRef:UniRef50_G2I6F5, UniRef:UniRef90_G2I6F5
contig_3	cds	71469	71990	+	JPEOAD_00070	dcd	dCTP deaminase	COG:COG0717, COG:F, EC:3.5.4.13, GO:0006229, GO:0008829, KEGG:K01494, SO:0001217, UniRef:UniRef50_O25136, UniRef:UniRef90_G2I6F6
contig_3	cds	72010	73272	+	JPEOAD_00071	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	EC:2.5.1.7, GO:0008760, GO:0019277, RefSeq:WP_007399877.1, SO:0001217, UniParc:UPI00020808E0, UniRef:UniRef100_A0A181CD25, UniRef:UniRef50_P33986, UniRef:UniRef90_G2I6F7
contig_3	cds	73392	74117	+	JPEOAD_00072	hisG	ATP phosphoribosyltransferase	EC:2.4.2.17, GO:0000105, GO:0003879, GO:0005737, KEGG:K00765, SO:0001217, UniRef:UniRef50_A0A924JLC8, UniRef:UniRef90_UPI001CD47C04
contig_3	cds	74114	75427	+	JPEOAD_00073		Histidinol dehydrogenase	EC:1.1.1.23, KEGG:K00013, RefSeq:WP_007399875.1, SO:0001217, UniParc:UPI00020808DE, UniRef:UniRef100_A0A181CDD5, UniRef:UniRef50_Q3J079, UniRef:UniRef90_G2I6F9
contig_3	cds	75516	75734	+	JPEOAD_00074	infA	translation initiation factor IF-1	COG:COG0361, COG:J, GO:0003743, GO:0005829, GO:0006413, GO:0019843, GO:0043022, KEGG:K02518, RefSeq:WP_010508114.1, SO:0001217, UniParc:UPI0002294E64, UniRef:UniRef100_A0A347WBU9, UniRef:UniRef50_Q32RN1, UniRef:UniRef90_A9HFM1
contig_3	cds	75751	76380	+	JPEOAD_00075		dTTP/UTP pyrophosphatase	RefSeq:WP_039999751.1, SO:0001217, UniParc:UPI0005876687, UniRef:UniRef100_A0A181CD54, UniRef:UniRef50_C7JDA2, UniRef:UniRef90_G2I6G1
contig_3	cds	76383	77495	+	JPEOAD_00076		Ribonuclease	RefSeq:WP_039999749.1, SO:0001217, UniParc:UPI000587F83F, UniRef:UniRef100_A0A181CD70, UniRef:UniRef50_A0A0U5ERJ6, UniRef:UniRef90_A0A181CD70
contig_3	cds	77488	77694	+	JPEOAD_00077	yacG	DNA gyrase inhibitor YacG	RefSeq:WP_083824493.1, SO:0001217, UniParc:UPI0002E12743, UniRef:UniRef100_A0A181CD35, UniRef:UniRef50_A0A0M0EH25, UniRef:UniRef90_A0A181CD35
contig_3	tRNA	77755	77830	+	JPEOAD_00078	trnF	tRNA-Phe(gaa)	SO:0000267
contig_3	cds	78050	79390	-	JPEOAD_00079		dihydroorotase	EC:3.5.2.3, GO:0016810, RefSeq:WP_034928645.1, SO:0001217, UniParc:UPI0004D9A4ED, UniRef:UniRef100_A0A181CDA7, UniRef:UniRef50_A0A246KCA8, UniRef:UniRef90_G2I6G4
contig_3	cds	79619	81847	-	JPEOAD_00080		EAL domain-containing protein	RefSeq:WP_110581061.1, SO:0001217, UniParc:UPI0007DD65BB, UniRef:UniRef100_A0A181CD42, UniRef:UniRef50_A0A0M0EKP8, UniRef:UniRef90_A0A181CD42
contig_3	cds	81925	84192	-	JPEOAD_00081	dosP	Oxygen sensor protein DosP	RefSeq:WP_396415480.1, SO:0001217, UniParc:UPI0007DE29BF, UniRef:UniRef100_A0A858JHX7, UniRef:UniRef50_A0A0M0EKP8, UniRef:UniRef90_A0A0M0EH61
contig_3	cds	84231	86261	-	JPEOAD_00082		EAL domain-containing protein	SO:0001217, UniParc:UPI0007DDD48B, UniRef:UniRef100_A0A181CD34, UniRef:UniRef50_A0A0M0EI26, UniRef:UniRef90_A0A181CD34
contig_3	cds	86661	87218	-	JPEOAD_00083		Cytochrome b	RefSeq:WP_034928470.1, SO:0001217, UniParc:UPI00031FE45B, UniRef:UniRef100_A0A181CD72, UniRef:UniRef50_A0A0M0EH29, UniRef:UniRef90_A0A181CD72
contig_3	cds	87292	87660	-	JPEOAD_00084		Lipoprotein	RefSeq:WP_034928473.1, SO:0001217, UniParc:UPI0004D34261, UniRef:UniRef100_A0A181CDE5, UniRef:UniRef50_A0A318QLI9, UniRef:UniRef90_A0A181CDE5
contig_3	cds	87909	88430	+	JPEOAD_00085		hypothetical protein	RefSeq:WP_007397813.1, SO:0001217, UniParc:UPI00020804F3, UniRef:UniRef100_A0A181CD71, UniRef:UniRef50_G2I6H0, UniRef:UniRef90_A0A181CD71
contig_3	cds	88488	89492	-	JPEOAD_00086		Ferritin-like domain-containing protein	RefSeq:WP_007397812.1, SO:0001217, UniParc:UPI00020804F2, UniRef:UniRef100_A0A181CD64, UniRef:UniRef50_A0A177GCN6, UniRef:UniRef90_G2I6H1
contig_3	cds	89707	90417	-	JPEOAD_00087	clpP	ATP-dependent Clp protease proteolytic subunit	COG:COG0740, COG:O, EC:3.4.21.92, KEGG:K01358, SO:0001217, UniRef:UniRef50_Q5FQT4, UniRef:UniRef90_A0A0M0EI31
contig_3	cds	90583	91587	+	JPEOAD_00088	ompA	OmpA family protein	SO:0001217, UniParc:UPI00058716DD, UniRef:UniRef100_A0A181CD45, UniRef:UniRef50_A0A318R131, UniRef:UniRef90_A0A181CD45
contig_3	cds	91676	92917	+	JPEOAD_00089	aspB	LL-diaminopimelate aminotransferase	COG:COG0436, COG:E, EC:2.6.1.-, EC:2.6.1.83, GO:0030170, KEGG:K14261, RefSeq:WP_007397808.1, SO:0001217, UniParc:UPI00020804EE, UniRef:UniRef100_A0A181CDB6, UniRef:UniRef50_P77434, UniRef:UniRef90_A0A0N1FJ27
contig_3	cds	92944	94278	+	JPEOAD_00090	thrA	Homoserine dehydrogenase	COG:COG0460, COG:E, RefSeq:WP_034928479.1, SO:0001217, UniParc:UPI0002D87CD9, UniRef:UniRef100_A0A181CD52, UniRef:UniRef50_A0A061QA89, UniRef:UniRef90_G2I6H5
contig_3	cds	94417	96261	+	JPEOAD_00091	recJ	single-stranded-DNA-specific exonuclease RecJ	EC:3.1.-.-, GO:0006281, GO:0006310, GO:0008409, KEGG:K07462, RefSeq:WP_039998670.1, SO:0001217, UniParc:UPI0002FF500A, UniRef:UniRef100_A0A181CD73, UniRef:UniRef50_A0A4Y6V7R8, UniRef:UniRef90_A0A181CD73
contig_3	tRNA	96330	96405	+	JPEOAD_00092	trnE	tRNA-Glu(ttc)	SO:0000259
contig_3	cds	96545	97171	+	JPEOAD_00093		Core-binding (CB) domain-containing protein	RefSeq:WP_007397803.1, SO:0001217, UniParc:UPI00020804E9, UniRef:UniRef100_UPI00020804E9, UniRef:UniRef50_A0A850NWR5, UniRef:UniRef90_UPI00020804E9
contig_3	cds	97770	97907	+	JPEOAD_00094		hypothetical protein	
contig_3	cds	98107	99582	-	JPEOAD_00095		Aminotransferase class V-fold PLP-dependent enzyme	SO:0001217, UniParc:UPI000317404B, UniRef:UniRef100_A0A181CDF4, UniRef:UniRef50_S9Q5M2, UniRef:UniRef90_A0A181CDF4
contig_3	cds	99692	100153	+	JPEOAD_00096	asnC	Transcriptional regulator AsnC family	RefSeq:WP_007397799.1, SO:0001217, UniParc:UPI00020804E5, UniRef:UniRef100_A0A181CD77, UniRef:UniRef50_A0A2S3VZG2, UniRef:UniRef90_G2I6Y2
contig_3	cds	100317	102719	-	JPEOAD_00097		TonB-dependent receptor	RefSeq:WP_223846530.1, SO:0001217, UniParc:UPI0007DD9FA9, UniRef:UniRef100_A0A7H4IQW7, UniRef:UniRef50_A0A839UUC5, UniRef:UniRef90_A0A7H4IQW7
contig_3	cds	102799	103629	-	JPEOAD_00098	tnp	IS5 family IS1032 transposase	COG:COG3293, COG:X, GO:0004803, IS:IS1032, RefSeq:WP_035366909.1, SO:0001217, UniParc:UPI00031FF3C8, UniRef:UniRef100_A0A2D3HAT8, UniRef:UniRef50_A0A918PLV0, UniRef:UniRef90_Q44566
contig_3	cds	104154	104657	-	JPEOAD_00099		Flavin reductase	RefSeq:WP_007397795.1, SO:0001217, UniParc:UPI00020804E2, UniRef:UniRef100_A0A858JMW5, UniRef:UniRef50_A0A858X0M1, UniRef:UniRef90_A0A858JMW5
contig_3	cds	104701	105513	-	JPEOAD_00100	gntR	GntR family transcriptional regulator	RefSeq:WP_007397794.1, SO:0001217, UniParc:UPI00020804E1, UniRef:UniRef100_A0A181C525, UniRef:UniRef50_A0A181C525, UniRef:UniRef90_A0A181C525
