#Annotated with Bakta v1.11.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	56878	57219	+	EMBJFE_00068	11.3	8.9		RefSeq:WP_139064284.1, SO:0001217, UniParc:UPI0007DD4055, UniRef:UniRef100_A0A181CAC6, UniRef:UniRef50_A0A181CAC6, UniRef:UniRef90_A0A181CAC6
contig_1	99833	100282	-	EMBJFE_00100	16.7	9.3		RefSeq:WP_039998783.1, SO:0001217, UniParc:UPI0005866B5E, UniRef:UniRef100_A0A181CA95, UniRef:UniRef50_A0A181CA95, UniRef:UniRef90_A0A181CA95
contig_1	100284	100763	-	EMBJFE_00101	17.6	4.7		RefSeq:WP_112209978.1, SO:0001217, UniParc:UPI0007DD1586, UniRef:UniRef100_UPI0007DD1586, UniRef:UniRef50_UPI0007DD1586, UniRef:UniRef90_UPI0007DD1586
contig_1	132110	132310	-	EMBJFE_00126	6.7	11.8		
contig_1	195283	195513	+	EMBJFE_00174	8.0	4.1		RefSeq:WP_007398304.1, SO:0001217, UniParc:UPI00020801B2, UniRef:UniRef100_A0A181CA65, UniRef:UniRef50_A0A181CA65, UniRef:UniRef90_A0A181CA65
contig_1	198168	198362	+	EMBJFE_00177	7.0	5.3		RefSeq:WP_034927778.1, SO:0001217, UniParc:UPI0002E6EFDC, UniRef:UniRef100_A0A181CA46, UniRef:UniRef50_A0A181CA46, UniRef:UniRef90_A0A181CA46
contig_1	204501	204680	-	EMBJFE_00184	6.7	11.2		SO:0001217, UniRef:UniRef50_UPI0013053A45
contig_1	213704	213826	-	EMBJFE_00193	4.9	6.5		
contig_1	214663	214845	+	EMBJFE_00195	6.6	10.0		RefSeq:WP_007398279.1, SO:0001217, UniParc:UPI00020800AD, UniRef:UniRef100_A0A181CA44, UniRef:UniRef50_A0A181CA44, UniRef:UniRef90_A0A181CA44
contig_1	214951	215283	+	EMBJFE_00196	11.8	4.7		RefSeq:WP_039998842.1, SO:0001217, UniParc:UPI0003015F3C, UniRef:UniRef100_A0A181CA24, UniRef:UniRef50_G2I3S6, UniRef:UniRef90_A0A181CA24
contig_1	240617	241021	+	EMBJFE_00216	15.2	4.7		RefSeq:WP_007398254.1, SO:0001217, UniParc:UPI0002080094, UniRef:UniRef100_A0A181CA08, UniRef:UniRef50_A0A318PYQ3, UniRef:UniRef90_A0A181CA08
contig_1	245585	246265	+	EMBJFE_00221	23.9	10.6		
contig_1	266672	266902	-	EMBJFE_00235	8.9	8.0		RefSeq:WP_223846668.1, SO:0001217, UniParc:UPI0007DD158A, UniRef:UniRef100_A0A858JMQ1, UniRef:UniRef50_A0A347WEQ6, UniRef:UniRef90_A0A858JMQ1
contig_1	283554	283910	-	EMBJFE_00246	12.1	9.7		RefSeq:WP_034932877.1, SO:0001217, UniParc:UPI0002E43CA0, UniRef:UniRef100_A0A181C9X7, UniRef:UniRef50_A0A181C9X7, UniRef:UniRef90_A0A181C9X7
contig_1	286056	286241	+	EMBJFE_00248	7.3	7.7		
contig_1	286446	286631	-	EMBJFE_00249	6.8	8.8		RefSeq:WP_007398214.1, SO:0001217, UniParc:UPI000207FE6F, UniRef:UniRef100_UPI000207FE6F, UniRef:UniRef50_A0A0C1UXN3, UniRef:UniRef90_UPI000207FE6F
contig_1	296108	296314	-	EMBJFE_00260	7.3	11.8		
contig_1	297102	297629	+	EMBJFE_00261	18.3	11.2	PF07715.20|Plug	PFAM:PF07715.20
contig_1	310071	310301	+	EMBJFE_00272	8.4	5.7		SO:0001217, UniRef:UniRef50_UPI001F5B974D, UniRef:UniRef90_UPI001F5B974D
contig_1	323452	323775	+	EMBJFE_00284	12.0	6.9		SO:0001217, UniRef:UniRef50_A0A318R271, UniRef:UniRef90_A0A858JE18
contig_1	346693	346857	-	EMBJFE_00308	6.2	4.7		RefSeq:WP_007398141.1, SO:0001217, UniParc:UPI000207FCF6, UniRef:UniRef100_A0A181C9Q2, UniRef:UniRef50_A0A0N1FN94, UniRef:UniRef90_A0A181C9Q2
contig_1	350540	350701	-	EMBJFE_00313	5.7	7.7		
contig_1	392819	393442	+	EMBJFE_00345	22.2	7.1		
contig_1	396773	396877	-	EMBJFE_00349	3.7	8.4		
contig_1	407037	407249	+	EMBJFE_00359	7.1	12.0		RefSeq:WP_007398080.1, SO:0001217, UniParc:UPI000207FA90, UniRef:UniRef100_A0A181C9M9, UniRef:UniRef50_A0A181C9M9, UniRef:UniRef90_A0A181C9M9
contig_1	416090	416365	+	EMBJFE_00361	9.5	5.5		RefSeq:WP_007398078.1, SO:0001217, UniParc:UPI000207FA8E, UniRef:UniRef100_A0A181C9N0, UniRef:UniRef50_A0A181C9N0, UniRef:UniRef90_A0A181C9N0
contig_1	417065	417427	-	EMBJFE_00363	12.9	10.6		
contig_1	417435	417644	-	EMBJFE_00364	8.0	9.9		RefSeq:WP_007398075.1, SO:0001217, UniParc:UPI000207FA8B, UniRef:UniRef100_A0A181C9N3, UniRef:UniRef50_A0A0U5F3X5, UniRef:UniRef90_A0A181C9N3
contig_1	420689	420784	-	EMBJFE_00367	3.4	4.7		
contig_1	428406	428690	+	EMBJFE_00373	9.5	9.7		RefSeq:WP_099963244.1, SO:0001217, UniParc:UPI00030A2963, UniRef:UniRef100_UPI00030A2963, UniRef:UniRef50_UPI00030A2963, UniRef:UniRef90_UPI00030A2963
contig_1	430465	430848	-	EMBJFE_00376	12.5	9.2		RefSeq:WP_051672061.1, SO:0001217, UniParc:UPI00031C6748, UniRef:UniRef100_A0A181C9K2, UniRef:UniRef50_A0AAW5EYN6, UniRef:UniRef90_A0A181C9K2
contig_1	456158	456331	+	EMBJFE_00399	6.2	9.7		
contig_1	492253	492366	-	EMBJFE_00427	4.1	4.6		
contig_1	500881	501117	+	EMBJFE_00432	9.0	10.0		SO:0001217, UniRef:UniRef50_A0A858JMS0, UniRef:UniRef90_A0A858JMS0
contig_1	531616	531735	-	EMBJFE_00450	4.3	9.1		
contig_1	532652	533062	-	EMBJFE_00452	15.0	10.8	PF05598.16|DUF772	PFAM:PF05598.16
contig_1	533252	534376	+	EMBJFE_00453	42.1	6.2	PF07733.18|DNA_pol3_alpha	PFAM:PF07733.18
contig_1	534339	534575	+	EMBJFE_00454	8.5	4.7		
contig_1	537042	537164	-	EMBJFE_00457	4.6	8.6		
contig_1	545349	545462	+	EMBJFE_00467	4.3	6.8		
contig_1	554404	554724	-	EMBJFE_00471	11.8	6.0		
contig_1	559029	559655	+	EMBJFE_00476	22.5	11.0		
contig_1	560582	561949	-	EMBJFE_00477	46.1	4.4		SO:0001217, UniRef:UniRef50_A0A181CE18, UniRef:UniRef90_A0A181CE18
contig_1	565326	565721	-	EMBJFE_00482	14.6	4.6		RefSeq:WP_050800604.1, SO:0001217, UniParc:UPI0006818DB5, UniRef:UniRef100_A0A181C5C1, UniRef:UniRef50_A0A181C5C1, UniRef:UniRef90_A0A181C5C1
contig_1	565999	566622	-	EMBJFE_00483	24.2	8.9		RefSeq:WP_139064278.1, SO:0001217, UniParc:UPI0007DF7BCC, UniRef:UniRef100_A0A181C5B6, UniRef:UniRef50_A0A181C5B6, UniRef:UniRef90_A0A181C5B6
contig_1	568508	571546	-	EMBJFE_00485	99.7	4.4	PF13332.12|Fil_haemagg_2	PFAM:PF13332.12, RefSeq:WP_007397825.1, SO:0001217, UniParc:UPI00020805FC, UniRef:UniRef100_A0A181C5D0, UniRef:UniRef50_A0A181C5D0, UniRef:UniRef90_A0A181C5D0
contig_1	572027	572191	-	EMBJFE_00486	5.9	11.9		SO:0001217, UniRef:UniRef50_A0A347WA05
contig_1	573514	573792	+	EMBJFE_00487	11.0	7.8		
contig_1	585434	585565	+	EMBJFE_00497	4.8	10.7		
contig_1	585600	585740	+	EMBJFE_00498	5.0	10.0		SO:0001217, UniRef:UniRef50_A0A850NZ39
contig_1	586161	586277	+	EMBJFE_00500	4.0	9.5		
contig_1	586756	586917	+	EMBJFE_00502	6.3	6.7		RefSeq:WP_156953916.1, SO:0001217, UniParc:UPI00030F4D58, UniRef:UniRef100_A0A181CBY9, UniRef:UniRef50_A0A181CBY9, UniRef:UniRef90_A0A181CBY9
contig_1	602925	603056	+	EMBJFE_00512	4.8	6.0		
contig_1	646570	646836	-	EMBJFE_00553	9.1	4.7		RefSeq:WP_034932959.1, SO:0001217, UniParc:UPI0004D8ACF9, UniRef:UniRef100_A0A181CC38, UniRef:UniRef50_A0A6M8HPZ4, UniRef:UniRef90_A0A0D6PYZ9
contig_1	656748	656855	+	EMBJFE_00563	3.5	9.3		
contig_1	674682	674981	-	EMBJFE_00586	10.8	11.5		
contig_1	708914	709315	+	EMBJFE_00619	14.1	6.3		RefSeq:WP_034933056.1, SO:0001217, UniParc:UPI0004D67E3D, UniRef:UniRef100_A0A181CC58, UniRef:UniRef50_A0A347WCU4, UniRef:UniRef90_G2I5H9
contig_1	741503	742051	-	EMBJFE_00652	20.5	5.0		RefSeq:WP_034933097.1, SO:0001217, UniParc:UPI0004D4BE85, UniRef:UniRef100_A0A181CCB6, UniRef:UniRef50_G2I5L0, UniRef:UniRef90_A0A181CCB6
contig_1	841351	841656	-	EMBJFE_00739	10.0	9.4		RefSeq:WP_007399594.1, SO:0001217, UniParc:UPI00020800EF, UniRef:UniRef100_A0A181CCH8, UniRef:UniRef50_A0A0D6Q962, UniRef:UniRef90_A0A181CCH8
contig_1	844932	845120	+	EMBJFE_00744	6.7	6.5		RefSeq:WP_007399589.1, SO:0001217, UniParc:UPI00020800EA, UniRef:UniRef100_A0A181CCL7, UniRef:UniRef50_A0A0M0EMV3, UniRef:UniRef90_A0A181CCL7
contig_1	852832	853353	-	EMBJFE_00756	19.4	7.9		RefSeq:WP_007399576.1, SO:0001217, UniParc:UPI00020800DD, UniRef:UniRef100_A0A181CCM0, UniRef:UniRef50_G2I5X0, UniRef:UniRef90_G2I5X0
contig_1	857515	857667	-	EMBJFE_00759	5.9	11.2		
contig_1	884849	885130	-	EMBJFE_00786	9.7	12.0		RefSeq:WP_034933297.1, SO:0001217, UniParc:UPI0004D5F7CA, UniRef:UniRef100_A0A858JPT8, UniRef:UniRef50_A0A858JPT8, UniRef:UniRef90_A0A858JPT8
contig_1	901175	901306	-	EMBJFE_00801	4.5	6.5		SO:0001217, UniRef:UniRef50_A0A023D6Z3, UniRef:UniRef90_A0A0D6Q1H3
contig_1	936952	937239	-	EMBJFE_00830	9.7	6.7	PF03459.23|TOBE	PFAM:PF03459.23
contig_1	940908	941066	-	EMBJFE_00833	5.8	6.0		SO:0001217, UniRef:UniRef50_UPI0004D435A0, UniRef:UniRef90_UPI0004D435A0
contig_1	975480	975731	+	EMBJFE_00861	9.4	10.6		
contig_1	975728	975877	+	EMBJFE_00862	5.3	5.1		
contig_1	975882	976043	+	EMBJFE_00863	5.7	11.0		
contig_1	976868	977032	-	EMBJFE_00865	6.3	9.7		
contig_1	984290	984397	+	EMBJFE_00872	3.9	4.6		
contig_1	991502	991672	-	EMBJFE_00877	6.3	11.5		SO:0001217, UniRef:UniRef50_A0A347WA05
contig_1	998121	998834	-	EMBJFE_00883	26.7	5.6		RefSeq:WP_146750217.1, SO:0001217, UniParc:UPI0007E1B79C, UniRef:UniRef100_A0A181C641, UniRef:UniRef50_A0A181C641, UniRef:UniRef90_A0A181C641
contig_1	1009791	1010189	+	EMBJFE_00890	15.1	10.8		SO:0001217, UniRef:UniRef50_UPI001F5B166B, UniRef:UniRef90_UPI001F5B166B
contig_1	1013849	1014163	+	EMBJFE_00895	11.1	9.9		
contig_1	1015809	1016279	-	EMBJFE_00898	18.3	8.6		RefSeq:WP_139064302.1, SO:0001217, UniParc:UPI0007E091B4, UniRef:UniRef100_A0A181C5R0, UniRef:UniRef50_A0A181C5R0, UniRef:UniRef90_A0A181C5R0
contig_1	1019120	1019431	-	EMBJFE_00901	11.7	5.2		
contig_1	1078855	1079106	-	EMBJFE_00954	8.2	9.1		
contig_1	1091025	1091216	+	EMBJFE_00966	7.2	11.2		RefSeq:WP_034928534.1, SO:0001217, UniParc:UPI00030E070E, UniRef:UniRef100_A0A181CD32, UniRef:UniRef50_G2I6F5, UniRef:UniRef90_G2I6F5
contig_1	1107777	1108298	+	EMBJFE_00982	18.6	5.0		RefSeq:WP_007397813.1, SO:0001217, UniParc:UPI00020804F3, UniRef:UniRef100_A0A181CD71, UniRef:UniRef50_G2I6H0, UniRef:UniRef90_A0A181CD71
contig_1	1117637	1117774	+	EMBJFE_00991	5.2	11.6		
contig_1	1143345	1143437	-	EMBJFE_01011	3.2	5.7		
contig_1	1146613	1146942	+	EMBJFE_01014	11.4	4.4		RefSeq:WP_007397775.1, SO:0001217, UniParc:UPI00020803DA, UniRef:UniRef100_A0A181CD95, UniRef:UniRef50_G2I6H8, UniRef:UniRef90_A0A181CD95
contig_1	1162052	1162657	+	EMBJFE_01030	21.6	5.1		RefSeq:WP_007397754.1, SO:0001217, UniParc:UPI00020803C5, UniRef:UniRef100_A0A181CDL2, UniRef:UniRef50_A0A857FU34, UniRef:UniRef90_A0A181CDL2
contig_1	1284673	1284849	+	EMBJFE_01141	6.6	4.1		RefSeq:WP_007397626.1, SO:0001217, UniParc:UPI000208006F, UniRef:UniRef100_A0A181CDM4, UniRef:UniRef50_A0A181CDM4, UniRef:UniRef90_A0A181CDM4
contig_1	1302853	1303092	+	EMBJFE_01156	8.4	9.5		
contig_1	1312555	1312710	-	EMBJFE_01165	6.0	7.8		SO:0001217, UniRef:UniRef50_A0A858JL41, UniRef:UniRef90_A0A858JL41
contig_1	1312826	1313203	+	EMBJFE_01166	13.9	8.7		SO:0001217, UniRef:UniRef50_UPI0011B52B33, UniRef:UniRef90_UPI0011B52B33
contig_1	1324516	1324746	-	EMBJFE_01176	8.7	4.9		
contig_1	1343034	1343531	+	EMBJFE_01196	18.5	6.2		RefSeq:WP_007397559.1, SO:0001217, UniParc:UPI000207FE28, UniRef:UniRef100_UPI000207FE28, UniRef:UniRef50_A0A318Q2P2, UniRef:UniRef90_A0A858JNA0
contig_1	1343673	1344515	-	EMBJFE_01197	30.6	5.2	PF00383.29|dCMP_cyt_deam_1	PFAM:PF00383.29
contig_1	1353554	1354471	+	EMBJFE_01208	32.6	5.8		RefSeq:WP_099963284.1, SO:0001217, UniParc:UPI0002F74ED5, UniRef:UniRef100_A0A181CDT3, UniRef:UniRef50_A0A9N7H1N0, UniRef:UniRef90_A0A181CDT3
contig_1	1355781	1355972	-	EMBJFE_01211	6.5	9.3		RefSeq:WP_034931712.1, SO:0001217, UniParc:UPI0002F8105D, UniRef:UniRef100_A0A181CDR5, UniRef:UniRef50_A0A2S3VY01, UniRef:UniRef90_A0A0N1FAU8
contig_1	1356197	1356316	+	EMBJFE_01212	4.4	8.0		
contig_1	1356723	1356884	+	EMBJFE_01214	6.1	5.8		RefSeq:WP_007397536.1, SO:0001217, UniParc:UPI000207FE11, UniRef:UniRef100_A0A181CDU0, UniRef:UniRef50_A0A181CDU0, UniRef:UniRef90_A0A181CDU0
contig_1	1357622	1357798	+	EMBJFE_01216	6.1	6.1		RefSeq:WP_007397533.1, SO:0001217, UniParc:UPI000207FE0E, UniRef:UniRef100_A0A181CDT2, UniRef:UniRef50_A0A2S3VY06, UniRef:UniRef90_A0A181CDT2
contig_1	1358686	1358871	-	EMBJFE_01219	6.8	11.6		SO:0001217, UniParc:UPI000207FE0C, UniRef:UniRef100_A0A181CDR3, UniRef:UniRef50_G2I720, UniRef:UniRef90_A0A181CDR3
contig_1	1369045	1369671	-	EMBJFE_01230	22.9	5.4		RefSeq:WP_034931744.1, SO:0001217, UniParc:UPI0004D75232, UniRef:UniRef100_A0A858JN46, UniRef:UniRef50_G2I730, UniRef:UniRef90_A0A858JN46
contig_1	1369829	1370059	-	EMBJFE_01231	8.1	11.8		RefSeq:WP_172459733.1, SO:0001217, UniParc:UPI0003149169, UniRef:UniRef100_UPI0003149169, UniRef:UniRef50_G2I731, UniRef:UniRef90_A0A858JSP4
contig_1	1372778	1373008	-	EMBJFE_01235	7.3	5.4		RefSeq:WP_039998582.1, SO:0001217, UniParc:UPI00031DC803, UniRef:UniRef100_UPI00031DC803, UniRef:UniRef50_UPI00031DC803, UniRef:UniRef90_UPI00031DC803
contig_1	1402880	1403089	+	EMBJFE_01260	7.6	9.3		RefSeq:WP_007397474.1, SO:0001217, UniParc:UPI000207FB91, UniRef:UniRef100_A0A181CDY4, UniRef:UniRef50_G2I7C7, UniRef:UniRef90_G2I7C7
contig_1	1405584	1406270	-	EMBJFE_01264	24.5	8.9	PF00355.32|Rieske, PF10399.14|UCR_Fe-S_N	PFAM:PF00355.32, PFAM:PF10399.14
contig_1	1407423	1407530	+	EMBJFE_01266	3.8	4.6		
contig_1	1407810	1408445	-	EMBJFE_01267	23.5	6.0		RefSeq:WP_034931027.1, SO:0001217, UniParc:UPI0004D88AB7, UniRef:UniRef100_A0A181CE59, UniRef:UniRef50_A0A181CE59, UniRef:UniRef90_A0A181CE59
contig_1	1416151	1416336	+	EMBJFE_01276	6.6	9.0		RefSeq:WP_167331785.1, SO:0001217, UniParc:UPI0004D40366, UniRef:UniRef100_A0A181CE04, UniRef:UniRef50_A0A347WAX5, UniRef:UniRef90_A0A181CE04
contig_1	1445257	1445820	-	EMBJFE_01300	19.8	6.3		SO:0001217, UniRef:UniRef50_UPI001CC31398, UniRef:UniRef90_UPI001CC31398
contig_1	1446133	1446297	-	EMBJFE_01301	6.0	9.2		RefSeq:WP_166498161.1, SO:0001217, UniParc:UPI0007DDDFA9, UniRef:UniRef100_A0A181CE25, UniRef:UniRef50_A0A181CE25, UniRef:UniRef90_A0A181CE25
contig_1	1463969	1464205	+	EMBJFE_01317	9.0	9.7		
contig_1	1481397	1482362	-	EMBJFE_01336	34.1	8.6		
contig_1	1483266	1485449	-	EMBJFE_01338	80.1	5.4		
contig_1	1491569	1491724	+	EMBJFE_01344	5.5	5.5		
contig_1	1491830	1492519	-	EMBJFE_01345	25.8	9.1		RefSeq:WP_146750197.1, SO:0001217, UniParc:UPI0007DF5126, UniRef:UniRef100_A0A181C533, UniRef:UniRef50_A0A181C533, UniRef:UniRef90_A0A181C533
contig_1	1529409	1529651	-	EMBJFE_01384	8.4	5.6		
contig_1	1535520	1536749	+	EMBJFE_01391	43.0	7.9		
contig_1	1554610	1555167	+	EMBJFE_01408	19.2	8.9		RefSeq:WP_007397306.1, SO:0001217, UniParc:UPI0002080953, UniRef:UniRef100_UPI0002080953, UniRef:UniRef50_G2I7R8, UniRef:UniRef90_A0A858JJP0
contig_1	1604444	1604704	-	EMBJFE_01459	9.8	11.8		
contig_1	1640859	1640999	+	EMBJFE_01493	5.1	6.8		SO:0001217, UniRef:UniRef50_A0A347WAI6
contig_1	1652139	1652282	+	EMBJFE_01504	5.2	4.9		
contig_1	1654048	1654143	-	EMBJFE_01506	3.8	9.5		
contig_1	1666272	1667240	-	EMBJFE_01515	36.8	9.8	PF00665.32|rve, PF13518.12|HTH_28, PF13683.12|rve_3	PFAM:PF00665.32, PFAM:PF13518.12, PFAM:PF13683.12
contig_1	1699381	1699518	-	EMBJFE_01542	4.7	6.8		SO:0001217, UniRef:UniRef50_A0A0N0MGF2, UniRef:UniRef50_G2I054, UniRef:UniRef90_G2I054
contig_1	1709717	1710976	-	EMBJFE_01554	46.7	8.9		RefSeq:WP_223846598.1, SO:0001217, UniParc:UPI0002F2C05A, UniRef:UniRef100_UPI0002F2C05A, UniRef:UniRef50_A0A318PHA7, UniRef:UniRef90_A0A858JJQ8
contig_1	1726411	1726767	-	EMBJFE_01567	12.6	9.8		RefSeq:WP_034926809.1, SO:0001217, UniParc:UPI000318B73E, UniRef:UniRef100_A0A181C6I9, UniRef:UniRef50_G2I075, UniRef:UniRef90_G2I075
contig_1	1728715	1728852	+	EMBJFE_01569	5.0	12.0		RefSeq:WP_166498083.1, SO:0001217, UniParc:UPI000315C444, UniRef:UniRef100_A0A181C6I4, UniRef:UniRef50_A0A0M0EJW4, UniRef:UniRef90_A0A181C6I4
contig_1	1750544	1751485	-	EMBJFE_01589	34.0	6.0		RefSeq:WP_007397089.1, SO:0001217, UniParc:UPI0002080397, UniRef:UniRef100_A0A181C6K5, UniRef:UniRef50_G2I090, UniRef:UniRef90_G2I090
contig_1	1752868	1753509	-	EMBJFE_01591	21.8	6.2		RefSeq:WP_172459740.1, SO:0001217, UniParc:UPI0002DDB686, UniRef:UniRef100_UPI0002DDB686, UniRef:UniRef50_G2I092, UniRef:UniRef90_G2I092
contig_1	1762459	1762608	-	EMBJFE_01600	5.0	6.0		
contig_1	1832196	1832315	-	EMBJFE_01664	4.2	11.7		
contig_1	1835304	1835816	+	EMBJFE_01667	18.7	11.0		
contig_1	1925125	1925541	-	EMBJFE_01751	14.1	6.4		RefSeq:WP_223846611.1, SO:0001217, UniParc:UPI0007DDBEF7, UniRef:UniRef100_UPI0007DDBEF7, UniRef:UniRef50_G2I0P8, UniRef:UniRef90_A0A858JL62
contig_1	1939804	1940088	-	EMBJFE_01769	9.9	5.6		RefSeq:WP_007396877.1, SO:0001217, UniParc:UPI000207FDD8, UniRef:UniRef100_A0A181C752, UniRef:UniRef50_A0A318QY36, UniRef:UniRef90_A0A181C752
contig_1	1941027	1941200	+	EMBJFE_01771	6.5	12.0		RefSeq:WP_166498085.1, SO:0001217, UniParc:UPI000308B351, UniRef:UniRef100_A0A181C756, UniRef:UniRef50_A0A0D6PZY6, UniRef:UniRef90_A0A181C756
contig_1	1942583	1942795	+	EMBJFE_01773	7.7	10.7		RefSeq:WP_007396870.1, SO:0001217, UniParc:UPI000207FCB0, UniRef:UniRef100_A0A181C728, UniRef:UniRef50_A0A0D6Q2C3, UniRef:UniRef90_A0A181C728
contig_1	1949579	1949785	+	EMBJFE_01779	8.1	10.0		
contig_1	1955541	1955981	-	EMBJFE_01784	16.2	9.3		
contig_1	1973333	1974100	-	EMBJFE_01802	27.4	7.8		RefSeq:WP_007398794.1, SO:0001217, UniParc:UPI000207FBD6, UniRef:UniRef100_A0A181C757, UniRef:UniRef50_G2I0Y1, UniRef:UniRef90_A0A181C757
contig_1	1994694	1994963	-	EMBJFE_01824	10.4	9.2		RefSeq:WP_172459697.1, SO:0001217, UniParc:UPI0007DD37D8, UniRef:UniRef100_UPI0007DD37D8, UniRef:UniRef50_A0A0M0EGB9, UniRef:UniRef90_UPI0007DD37D8
contig_1	2006553	2008058	+	EMBJFE_01838	50.1	9.5		SO:0001217, UniRef:UniRef50_A0A347W9K5, UniRef:UniRef90_UPI000207FD21
contig_1	2026191	2026460	-	EMBJFE_01861	9.7	5.2	PF01336.31|tRNA_anti-codon	PFAM:PF01336.31
contig_1	2031830	2032705	+	EMBJFE_01868	33.1	6.7		SO:0001217, UniRef:UniRef50_A0A858JRN5, UniRef:UniRef90_A0A858JRN5
contig_1	2035622	2036032	+	EMBJFE_01871	14.8	10.5		
contig_1	2036261	2036554	+	EMBJFE_01873	10.6	6.8		
contig_1	2036512	2036844	+	EMBJFE_01874	11.9	10.2		
contig_1	2038855	2039037	+	EMBJFE_01877	6.5	4.6		RefSeq:WP_007398871.1, SO:0001217, UniParc:UPI000207FE86, UniRef:UniRef100_A0A181CEG6, UniRef:UniRef50_A0A181CEG6, UniRef:UniRef90_A0A181CEG6
contig_1	2041982	2042590	+	EMBJFE_01881	22.5	6.7	PF13683.12|rve_3	PFAM:PF13683.12
contig_1	2046630	2046962	+	EMBJFE_01886	12.0	10.3		
contig_1	2057420	2057704	+	EMBJFE_01893	10.4	8.3		SO:0001217, UniParc:UPI0005874208, UniRef:UniRef100_A0A181C7L2, UniRef:UniRef50_G2I1H3, UniRef:UniRef90_G2I1H3
contig_1	2062159	2062827	+	EMBJFE_01899	25.8	8.7		RefSeq:WP_007398900.1, SO:0001217, UniParc:UPI000207FF9E, UniRef:UniRef100_A0A181C7M2, UniRef:UniRef50_G2I1H9, UniRef:UniRef90_A0A181C7M2
contig_1	2070646	2070798	+	EMBJFE_01906	5.2	5.6		RefSeq:WP_157772014.1, SO:0001217, UniParc:UPI0002FB6DFD, UniRef:UniRef100_A0A181C7M7, UniRef:UniRef50_A0A181C7M7, UniRef:UniRef90_A0A181C7M7
